latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.065025,15.512195,355.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%)
2006-08-16T10:00,21.4,61
2006-08-16T11:00,22.3,57
2006-08-16T12:00,22.7,56
2006-08-16T13:00,22.8,57
2006-08-16T14:00,23.1,57
2006-08-16T15:00,22.9,59
2006-08-16T16:00,22.7,61
2006-08-16T17:00,21.7,65
2006-08-16T18:00,20.2,71
2006-08-16T19:00,18.5,77
2006-08-16T20:00,17.1,82
2006-08-16T21:00,16.0,84
2006-08-16T22:00,15.0,86
2006-08-16T23:00,13.9,89
2006-08-17T00:00,13.0,91
2006-08-17T01:00,12.2,93
2006-08-17T02:00,12.0,94
2006-08-17T03:00,11.5,95
2006-08-17T04:00,11.1,95
2006-08-17T05:00,11.6,95
2006-08-17T06:00,14.7,88
2006-08-17T07:00,18.0,79
2006-08-17T08:00,20.4,72
2006-08-17T09:00,22.4,66
2006-08-17T10:00,24.0,61
2006-08-17T11:00,25.1,56
2006-08-17T12:00,25.9,53
2006-08-17T13:00,26.4,50
2006-08-17T14:00,26.5,49
2006-08-17T15:00,26.2,50
2006-08-17T16:00,25.5,55
2006-08-17T17:00,24.2,62
2006-08-17T18:00,22.5,69
2006-08-17T19:00,20.7,74
2006-08-17T20:00,19.0,81
2006-08-17T21:00,17.6,86
2006-08-17T22:00,16.8,89
2006-08-17T23:00,16.0,90
2006-08-18T00:00,15.4,91
2006-08-18T01:00,15.4,92
2006-08-18T02:00,15.7,91
2006-08-18T03:00,15.8,91
2006-08-18T04:00,16.9,88
2006-08-18T05:00,15.9,90
2006-08-18T06:00,17.9,88
2006-08-18T07:00,21.2,80
2006-08-18T08:00,22.8,73
2006-08-18T09:00,24.0,65
2006-08-18T10:00,24.9,61
2006-08-18T11:00,26.1,54
2006-08-18T12:00,26.6,49
2006-08-18T13:00,27.0,47
2006-08-18T14:00,26.6,48
2006-08-18T15:00,26.4,50
2006-08-18T16:00,25.7,56
2006-08-18T17:00,24.6,62
2006-08-18T18:00,22.6,71
2006-08-18T19:00,21.7,75
2006-08-18T20:00,19.9,80
2006-08-18T21:00,18.1,86
2006-08-18T22:00,16.8,91
2006-08-18T23:00,16.2,93
2006-08-19T00:00,15.5,94
2006-08-19T01:00,14.7,96
2006-08-19T02:00,14.1,96
2006-08-19T03:00,13.9,95
2006-08-19T04:00,13.5,96
2006-08-19T05:00,14.1,95
2006-08-19T06:00,17.5,91
2006-08-19T07:00,20.5,81
2006-08-19T08:00,21.9,74
2006-08-19T09:00,23.1,68
2006-08-19T10:00,24.1,63
2006-08-19T11:00,25.1,61
2006-08-19T12:00,25.9,60
2006-08-19T13:00,26.5,58
2006-08-19T14:00,26.6,56
2006-08-19T15:00,26.3,59
2006-08-19T16:00,25.8,62
2006-08-19T17:00,24.7,66
2006-08-19T18:00,23.0,72
2006-08-19T19:00,21.7,82
2006-08-19T20:00,19.8,85
2006-08-19T21:00,19.3,84
2006-08-19T22:00,17.8,88
2006-08-19T23:00,17.0,90
2006-08-20T00:00,16.4,91
2006-08-20T01:00,15.9,92
2006-08-20T02:00,15.5,93
2006-08-20T03:00,15.6,91
2006-08-20T04:00,15.4,91
2006-08-20T05:00,15.9,90
2006-08-20T06:00,18.5,84
2006-08-20T07:00,21.1,79
2006-08-20T08:00,23.2,67
2006-08-20T09:00,24.4,62
2006-08-20T10:00,25.2,59
2006-08-20T11:00,25.3,59
2006-08-20T12:00,25.4,61
2006-08-20T13:00,25.4,63
2006-08-20T14:00,24.4,68
2006-08-20T15:00,23.6,73
2006-08-20T16:00,22.3,83
2006-08-20T17:00,20.0,84
2006-08-20T18:00,18.5,79
2006-08-20T19:00,17.8,67
2006-08-20T20:00,17.5,66
2006-08-20T21:00,16.8,72
2006-08-20T22:00,15.5,79
2006-08-20T23:00,13.9,85
2006-08-21T00:00,12.6,88
2006-08-21T01:00,11.9,90
2006-08-21T02:00,11.4,91
2006-08-21T03:00,11.1,91
2006-08-21T04:00,10.8,91
2006-08-21T05:00,11.4,91
2006-08-21T06:00,13.9,86
2006-08-21T07:00,16.0,82
2006-08-21T08:00,17.8,74
2006-08-21T09:00,18.9,67
2006-08-21T10:00,19.6,62
2006-08-21T11:00,20.7,57
2006-08-21T12:00,21.3,53
2006-08-21T13:00,21.8,50
2006-08-21T14:00,21.9,49
2006-08-21T15:00,21.8,50
2006-08-21T16:00,21.3,52
2006-08-21T17:00,20.5,61
2006-08-21T18:00,19.3,68
2006-08-21T19:00,17.1,79
2006-08-21T20:00,15.7,82
2006-08-21T21:00,14.4,86
2006-08-21T22:00,13.1,90
2006-08-21T23:00,12.1,94
2006-08-22T00:00,11.5,95
2006-08-22T01:00,11.3,94
2006-08-22T02:00,11.0,94
2006-08-22T03:00,10.5,94
2006-08-22T04:00,10.4,94
2006-08-22T05:00,11.0,92
2006-08-22T06:00,13.6,89
2006-08-22T07:00,17.1,80
2006-08-22T08:00,18.7,71
2006-08-22T09:00,19.7,67
2006-08-22T10:00,20.1,66
2006-08-22T11:00,20.0,67
2006-08-22T12:00,20.8,66
2006-08-22T13:00,21.3,62
2006-08-22T14:00,21.1,61
2006-08-22T15:00,20.2,65
2006-08-22T16:00,20.1,63
2006-08-22T17:00,19.4,77
2006-08-22T18:00,19.3,65
2006-08-22T19:00,18.0,69
2006-08-22T20:00,16.6,74
2006-08-22T21:00,15.9,75
2006-08-22T22:00,14.3,80
2006-08-22T23:00,12.6,85
2006-08-23T00:00,11.2,89
2006-08-23T01:00,10.0,93
2006-08-23T02:00,9.7,94
2006-08-23T03:00,9.9,94
2006-08-23T04:00,10.3,93
2006-08-23T05:00,10.9,93
2006-08-23T06:00,12.8,89
2006-08-23T07:00,15.7,84
2006-08-23T08:00,17.1,77
2006-08-23T09:00,18.7,68
2006-08-23T10:00,19.6,64
2006-08-23T11:00,20.2,64
2006-08-23T12:00,20.6,64
2006-08-23T13:00,20.6,63
2006-08-23T14:00,19.7,67
2006-08-23T15:00,20.1,67
2006-08-23T16:00,20.1,68
2006-08-23T17:00,19.5,74
2006-08-23T18:00,18.2,81
2006-08-23T19:00,16.7,86
2006-08-23T20:00,17.2,81
2006-08-23T21:00,16.7,82
2006-08-23T22:00,14.2,89
2006-08-23T23:00,12.7,93
2006-08-24T00:00,12.0,94
2006-08-24T01:00,11.1,95
2006-08-24T02:00,10.5,96
2006-08-24T03:00,10.5,96
2006-08-24T04:00,10.3,96
2006-08-24T05:00,10.7,96
2006-08-24T06:00,14.0,93
2006-08-24T07:00,15.9,91
2006-08-24T08:00,17.2,84
2006-08-24T09:00,18.7,77
2006-08-24T10:00,19.7,71
2006-08-24T11:00,20.8,66
2006-08-24T12:00,21.6,62
2006-08-24T13:00,22.3,60
2006-08-24T14:00,22.2,62
2006-08-24T15:00,21.4,67
2006-08-24T16:00,20.8,72
2006-08-24T17:00,20.1,79
2006-08-24T18:00,18.9,85
2006-08-24T19:00,16.7,93
2006-08-24T20:00,16.3,94
2006-08-24T21:00,15.2,95
2006-08-24T22:00,14.0,96
2006-08-24T23:00,13.3,97
2006-08-25T00:00,13.3,96
2006-08-25T01:00,13.6,95
2006-08-25T02:00,13.6,95
2006-08-25T03:00,13.4,95
2006-08-25T04:00,13.4,95
2006-08-25T05:00,13.3,95
2006-08-25T06:00,14.2,93
2006-08-25T07:00,14.8,88
2006-08-25T08:00,15.2,84
2006-08-25T09:00,15.9,78
2006-08-25T10:00,16.3,75
2006-08-25T11:00,16.4,74
2006-08-25T12:00,16.8,73
2006-08-25T13:00,17.0,71
2006-08-25T14:00,17.3,70
2006-08-25T15:00,17.3,69
2006-08-25T16:00,17.3,69
2006-08-25T17:00,17.0,75
2006-08-25T18:00,16.9,69
2006-08-25T19:00,15.0,88
2006-08-25T20:00,15.5,83
2006-08-25T21:00,15.2,84
2006-08-25T22:00,13.8,89
2006-08-25T23:00,11.6,95
2006-08-26T00:00,10.8,96
2006-08-26T01:00,9.9,99
2006-08-26T02:00,9.3,99
2006-08-26T03:00,9.2,98
2006-08-26T04:00,8.9,97
2006-08-26T05:00,9.2,96
2006-08-26T06:00,11.3,91
2006-08-26T07:00,14.3,89
2006-08-26T08:00,17.1,75
2006-08-26T09:00,18.8,64
2006-08-26T10:00,19.4,58
2006-08-26T11:00,20.0,55
2006-08-26T12:00,20.6,54
2006-08-26T13:00,20.8,52
2006-08-26T14:00,20.8,52
2006-08-26T15:00,20.3,52
2006-08-26T16:00,19.4,60
2006-08-26T17:00,18.3,74
2006-08-26T18:00,18.4,65
2006-08-26T19:00,17.3,73
2006-08-26T20:00,16.0,78
2006-08-26T21:00,12.8,91
2006-08-26T22:00,11.6,95
2006-08-26T23:00,10.8,97
2006-08-27T00:00,10.1,99
2006-08-27T01:00,9.7,98
2006-08-27T02:00,9.4,99
2006-08-27T03:00,9.1,98
2006-08-27T04:00,8.9,97
2006-08-27T05:00,9.2,95
2006-08-27T06:00,10.9,92
2006-08-27T07:00,14.7,86
2006-08-27T08:00,17.5,75
2006-08-27T09:00,19.1,63
2006-08-27T10:00,20.0,57
2006-08-27T11:00,20.2,55
2006-08-27T12:00,18.7,63
2006-08-27T13:00,19.0,63
2006-08-27T14:00,18.4,67
2006-08-27T15:00,18.6,67
2006-08-27T16:00,18.3,69
2006-08-27T17:00,17.6,74
2006-08-27T18:00,16.4,80
2006-08-27T19:00,14.2,91
2006-08-27T20:00,12.8,93
2006-08-27T21:00,11.7,95
2006-08-27T22:00,10.9,95
2006-08-27T23:00,10.2,95
2006-08-28T00:00,10.1,94
2006-08-28T01:00,10.0,94
2006-08-28T02:00,9.4,96
2006-08-28T03:00,9.4,96
2006-08-28T04:00,9.6,96
2006-08-28T05:00,10.0,95
2006-08-28T06:00,11.8,93
2006-08-28T07:00,14.6,84
2006-08-28T08:00,16.6,75
2006-08-28T09:00,18.2,61
2006-08-28T10:00,19.4,55
2006-08-28T11:00,20.3,53
2006-08-28T12:00,20.5,53
2006-08-28T13:00,20.8,52
2006-08-28T14:00,18.7,65
2006-08-28T15:00,17.4,74
2006-08-28T16:00,16.7,81
2006-08-28T17:00,16.4,81
2006-08-28T18:00,15.0,88
2006-08-28T19:00,15.1,85
2006-08-28T20:00,16.0,79
2006-08-28T21:00,15.9,80
2006-08-28T22:00,15.7,82
2006-08-28T23:00,15.2,84
2006-08-29T00:00,12.0,96
2006-08-29T01:00,11.7,97
2006-08-29T02:00,11.9,97
2006-08-29T03:00,12.0,95
2006-08-29T04:00,11.2,97
2006-08-29T05:00,10.6,97
2006-08-29T06:00,12.7,89
2006-08-29T07:00,14.4,65
2006-08-29T08:00,14.8,60
2006-08-29T09:00,15.8,54
2006-08-29T10:00,16.8,47
2006-08-29T11:00,18.0,42
2006-08-29T12:00,18.8,38
2006-08-29T13:00,19.1,36
2006-08-29T14:00,19.1,36
2006-08-29T15:00,18.7,38
2006-08-29T16:00,17.9,53
2006-08-29T17:00,17.2,59
2006-08-29T18:00,16.2,59
2006-08-29T19:00,14.4,65
2006-08-29T20:00,13.9,66
2006-08-29T21:00,12.3,74
2006-08-29T22:00,11.7,76
2006-08-29T23:00,11.5,77
2006-08-30T00:00,11.6,77
2006-08-30T01:00,11.8,75
2006-08-30T02:00,11.4,79
2006-08-30T03:00,10.6,85
2006-08-30T04:00,10.5,85
2006-08-30T05:00,11.5,74
2006-08-30T06:00,11.2,82
2006-08-30T07:00,11.6,77
2006-08-30T08:00,11.9,72
2006-08-30T09:00,13.0,65
2006-08-30T10:00,14.1,60
2006-08-30T11:00,14.5,57
2006-08-30T12:00,15.1,54
2006-08-30T13:00,15.2,53
2006-08-30T14:00,14.8,53
2006-08-30T15:00,14.4,53
2006-08-30T16:00,14.1,53
2006-08-30T17:00,13.5,55
2006-08-30T18:00,12.6,56
2006-08-30T19:00,12.0,60
2006-08-30T20:00,11.3,64
2006-08-30T21:00,10.6,69
2006-08-30T22:00,10.1,72
2006-08-30T23:00,9.8,73
2006-08-31T00:00,9.8,74
2006-08-31T01:00,10.0,74
2006-08-31T02:00,10.1,74
2006-08-31T03:00,9.9,75
2006-08-31T04:00,9.8,76
2006-08-31T05:00,10.1,77
2006-08-31T06:00,11.5,75
2006-08-31T07:00,13.6,66
2006-08-31T08:00,14.8,60
2006-08-31T09:00,15.8,57
2006-08-31T10:00,16.5,53
2006-08-31T11:00,17.5,49
2006-08-31T12:00,18.1,46
2006-08-31T13:00,18.5,45
2006-08-31T14:00,18.6,45
2006-08-31T15:00,18.4,46
2006-08-31T16:00,17.7,49
2006-08-31T17:00,16.6,53
2006-08-31T18:00,15.0,57
2006-08-31T19:00,13.6,65
2006-08-31T20:00,12.6,69
2006-08-31T21:00,11.2,75
2006-08-31T22:00,10.0,79
2006-08-31T23:00,8.8,84
2006-09-01T00:00,8.0,87
2006-09-01T01:00,7.1,90
2006-09-01T02:00,6.7,91
2006-09-01T03:00,6.3,92
2006-09-01T04:00,5.9,93
2006-09-01T05:00,5.9,93
2006-09-01T06:00,8.8,87
2006-09-01T07:00,12.6,77
2006-09-01T08:00,15.4,65
2006-09-01T09:00,17.4,55
2006-09-01T10:00,18.8,49
2006-09-01T11:00,19.9,46
2006-09-01T12:00,20.7,46
2006-09-01T13:00,21.1,46
2006-09-01T14:00,21.3,46
2006-09-01T15:00,20.8,48
2006-09-01T16:00,20.0,54
2006-09-01T17:00,18.7,64
2006-09-01T18:00,17.2,72
2006-09-01T19:00,17.2,68
2006-09-01T20:00,17.2,66
2006-09-01T21:00,16.4,69
2006-09-01T22:00,14.9,74
2006-09-01T23:00,13.0,81
2006-09-02T00:00,11.4,86
2006-09-02T01:00,10.2,90
2006-09-02T02:00,9.3,94
2006-09-02T03:00,8.7,95
2006-09-02T04:00,8.3,97
2006-09-02T05:00,8.6,95
2006-09-02T06:00,11.4,91
2006-09-02T07:00,14.1,84
2006-09-02T08:00,17.1,74
2006-09-02T09:00,18.9,67
2006-09-02T10:00,20.3,63
2006-09-02T11:00,21.3,61
2006-09-02T12:00,22.1,59
2006-09-02T13:00,22.5,58
2006-09-02T14:00,22.4,59
2006-09-02T15:00,22.2,60
2006-09-02T16:00,21.7,64
2006-09-02T17:00,20.6,72
2006-09-02T18:00,19.1,81
2006-09-02T19:00,18.9,78
2006-09-02T20:00,19.0,76
2006-09-02T21:00,18.2,80
2006-09-02T22:00,15.4,88
2006-09-02T23:00,13.5,92
2006-09-03T00:00,12.5,95
2006-09-03T01:00,11.8,97
2006-09-03T02:00,11.7,96
2006-09-03T03:00,10.9,98
2006-09-03T04:00,10.9,97
2006-09-03T05:00,11.3,96
2006-09-03T06:00,13.5,93
2006-09-03T07:00,16.5,88
2006-09-03T08:00,18.6,84
2006-09-03T09:00,20.9,75
2006-09-03T10:00,22.9,66
2006-09-03T11:00,24.0,61
2006-09-03T12:00,24.8,57
2006-09-03T13:00,24.6,57
2006-09-03T14:00,24.6,58
2006-09-03T15:00,24.2,61
2006-09-03T16:00,23.7,67
2006-09-03T17:00,22.6,78
2006-09-03T18:00,22.9,67
2006-09-03T19:00,22.3,75
2006-09-03T20:00,19.7,85
2006-09-03T21:00,17.7,90
2006-09-03T22:00,16.3,93
2006-09-03T23:00,15.6,94
2006-09-04T00:00,15.1,94
2006-09-04T01:00,14.7,94
2006-09-04T02:00,14.3,93
2006-09-04T03:00,13.8,93
2006-09-04T04:00,13.5,93
2006-09-04T05:00,13.7,92
2006-09-04T06:00,15.9,90
2006-09-04T07:00,20.7,79
2006-09-04T08:00,23.5,70
2006-09-04T09:00,25.4,60
2006-09-04T10:00,26.7,55
2006-09-04T11:00,27.8,49
2006-09-04T12:00,28.5,46
2006-09-04T13:00,28.9,44
2006-09-04T14:00,28.8,44
2006-09-04T15:00,28.3,47
2006-09-04T16:00,27.2,54
2006-09-04T17:00,25.4,62
2006-09-04T18:00,23.1,71
2006-09-04T19:00,22.9,69
2006-09-04T20:00,21.3,73
2006-09-04T21:00,19.5,79
2006-09-04T22:00,18.0,84
2006-09-04T23:00,17.0,88
2006-09-05T00:00,16.4,90
2006-09-05T01:00,16.3,91
2006-09-05T02:00,16.0,92
2006-09-05T03:00,15.8,93
2006-09-05T04:00,16.0,93
2006-09-05T05:00,15.6,94
2006-09-05T06:00,17.1,92
2006-09-05T07:00,21.1,80
2006-09-05T08:00,22.7,70
2006-09-05T09:00,23.5,67
2006-09-05T10:00,24.6,61
2006-09-05T11:00,25.3,56
2006-09-05T12:00,25.8,53
2006-09-05T13:00,26.4,49
2006-09-05T14:00,26.1,49
2006-09-05T15:00,25.6,51
2006-09-05T16:00,24.9,54
2006-09-05T17:00,23.8,64
2006-09-05T18:00,21.9,70
2006-09-05T19:00,20.5,73
2006-09-05T20:00,19.6,74
2006-09-05T21:00,20.5,67
2006-09-05T22:00,19.8,69
2006-09-05T23:00,18.0,76
2006-09-06T00:00,16.2,83
2006-09-06T01:00,14.9,88
2006-09-06T02:00,14.0,92
2006-09-06T03:00,13.7,93
2006-09-06T04:00,13.3,94
2006-09-06T05:00,13.2,94
2006-09-06T06:00,15.6,90
2006-09-06T07:00,18.7,84
2006-09-06T08:00,19.7,80
2006-09-06T09:00,20.2,79
2006-09-06T10:00,20.6,78
2006-09-06T11:00,21.5,75
2006-09-06T12:00,22.4,71
2006-09-06T13:00,22.6,71
2006-09-06T14:00,22.8,70
2006-09-06T15:00,22.5,72
2006-09-06T16:00,22.1,74
2006-09-06T17:00,21.2,79
2006-09-06T18:00,19.8,85
2006-09-06T19:00,18.4,88
2006-09-06T20:00,18.1,87
2006-09-06T21:00,18.6,83
2006-09-06T22:00,17.9,85
2006-09-06T23:00,17.3,87
2006-09-07T00:00,15.8,93
2006-09-07T01:00,15.0,97
2006-09-07T02:00,14.8,98
2006-09-07T03:00,14.8,98
2006-09-07T04:00,14.8,98
2006-09-07T05:00,14.9,98
2006-09-07T06:00,16.2,95
2006-09-07T07:00,18.0,92
2006-09-07T08:00,18.9,88
2006-09-07T09:00,19.9,85
2006-09-07T10:00,20.9,82
2006-09-07T11:00,21.9,79
2006-09-07T12:00,22.8,75
2006-09-07T13:00,23.9,70
2006-09-07T14:00,24.6,67
2006-09-07T15:00,24.7,66
2006-09-07T16:00,24.0,72
2006-09-07T17:00,22.9,77
2006-09-07T18:00,21.4,84
2006-09-07T19:00,21.1,82
2006-09-07T20:00,21.0,82
2006-09-07T21:00,19.8,86
2006-09-07T22:00,16.9,94
2006-09-07T23:00,15.6,98
2006-09-08T00:00,15.3,99
2006-09-08T01:00,15.6,99
2006-09-08T02:00,15.3,100
2006-09-08T03:00,15.2,99
2006-09-08T04:00,15.6,96
2006-09-08T05:00,16.3,93
2006-09-08T06:00,17.1,92
2006-09-08T07:00,17.9,90
2006-09-08T08:00,18.2,88
2006-09-08T09:00,18.1,75
2006-09-08T10:00,18.4,63
2006-09-08T11:00,18.9,55
2006-09-08T12:00,19.5,49
2006-09-08T13:00,19.7,45
2006-09-08T14:00,19.4,45
2006-09-08T15:00,18.9,47
2006-09-08T16:00,18.3,50
2006-09-08T17:00,17.2,54
2006-09-08T18:00,15.4,62
2006-09-08T19:00,14.1,64
2006-09-08T20:00,13.5,69
2006-09-08T21:00,13.4,67
2006-09-08T22:00,12.3,71
2006-09-08T23:00,11.0,76
2006-09-09T00:00,10.1,80
2006-09-09T01:00,9.1,83
2006-09-09T02:00,8.2,88
2006-09-09T03:00,7.5,91
2006-09-09T04:00,7.1,93
2006-09-09T05:00,6.9,94
2006-09-09T06:00,9.5,90
2006-09-09T07:00,13.2,78
2006-09-09T08:00,15.3,66
2006-09-09T09:00,16.5,59
2006-09-09T10:00,17.5,55
2006-09-09T11:00,18.4,52
2006-09-09T12:00,19.0,50
2006-09-09T13:00,19.3,49
2006-09-09T14:00,19.2,49
2006-09-09T15:00,18.9,50
2006-09-09T16:00,18.2,53
2006-09-09T17:00,16.9,62
2006-09-09T18:00,15.3,71
2006-09-09T19:00,15.4,67
2006-09-09T20:00,15.5,64
2006-09-09T21:00,14.9,67
2006-09-09T22:00,14.1,69
2006-09-09T23:00,13.6,71
2006-09-10T00:00,12.7,74
2006-09-10T01:00,10.8,80
2006-09-10T02:00,9.5,84
2006-09-10T03:00,8.6,88
2006-09-10T04:00,7.9,91
2006-09-10T05:00,7.5,92
2006-09-10T06:00,9.5,90
2006-09-10T07:00,11.0,92
2006-09-10T08:00,14.1,79
2006-09-10T09:00,16.2,68
2006-09-10T10:00,17.4,62
2006-09-10T11:00,18.3,58
2006-09-10T12:00,18.9,56
2006-09-10T13:00,19.2,55
2006-09-10T14:00,19.3,55
2006-09-10T15:00,19.0,56
2006-09-10T16:00,18.3,60
2006-09-10T17:00,17.1,66
2006-09-10T18:00,15.4,77
2006-09-10T19:00,14.8,74
2006-09-10T20:00,15.1,69
2006-09-10T21:00,15.3,67
2006-09-10T22:00,14.7,68
2006-09-10T23:00,13.6,72
2006-09-11T00:00,11.5,79
2006-09-11T01:00,10.0,85
2006-09-11T02:00,8.9,89
2006-09-11T03:00,8.0,92
2006-09-11T04:00,7.4,94
2006-09-11T05:00,7.1,95
2006-09-11T06:00,9.4,91
2006-09-11T07:00,12.6,89
2006-09-11T08:00,15.2,76
2006-09-11T09:00,17.0,69
2006-09-11T10:00,18.5,62
2006-09-11T11:00,19.3,58
2006-09-11T12:00,19.9,55
2006-09-11T13:00,20.1,55
2006-09-11T14:00,20.0,56
2006-09-11T15:00,19.6,58
2006-09-11T16:00,19.0,62
2006-09-11T17:00,17.9,70
2006-09-11T18:00,17.1,71
2006-09-11T19:00,15.9,76
2006-09-11T20:00,16.7,70
2006-09-11T21:00,16.4,71
2006-09-11T22:00,16.2,72
2006-09-11T23:00,15.8,74
2006-09-12T00:00,15.2,77
2006-09-12T01:00,14.9,79
2006-09-12T02:00,14.5,81
2006-09-12T03:00,14.2,82
2006-09-12T04:00,13.7,84
2006-09-12T05:00,13.0,86
2006-09-12T06:00,13.5,87
2006-09-12T07:00,15.5,85
2006-09-12T08:00,17.0,77
2006-09-12T09:00,18.3,68
2006-09-12T10:00,19.2,60
2006-09-12T11:00,19.9,55
2006-09-12T12:00,20.6,52
2006-09-12T13:00,20.8,51
2006-09-12T14:00,20.7,50
2006-09-12T15:00,20.2,51
2006-09-12T16:00,19.5,55
2006-09-12T17:00,18.2,61
2006-09-12T18:00,16.4,71
2006-09-12T19:00,15.7,74
2006-09-12T20:00,16.5,65
2006-09-12T21:00,16.6,63
2006-09-12T22:00,16.2,64
2006-09-12T23:00,15.7,65
2006-09-13T00:00,15.1,67
2006-09-13T01:00,14.4,69
2006-09-13T02:00,13.5,72
2006-09-13T03:00,11.8,77
2006-09-13T04:00,10.5,81
2006-09-13T05:00,9.4,85
2006-09-13T06:00,10.6,86
2006-09-13T07:00,14.6,84
2006-09-13T08:00,16.5,73
2006-09-13T09:00,18.0,66
2006-09-13T10:00,19.2,59
2006-09-13T11:00,20.1,54
2006-09-13T12:00,20.7,53
2006-09-13T13:00,20.9,52
2006-09-13T14:00,20.9,52
2006-09-13T15:00,20.5,53
2006-09-13T16:00,19.8,57
2006-09-13T17:00,18.4,63
2006-09-13T18:00,17.0,70
2006-09-13T19:00,15.6,76
2006-09-13T20:00,15.8,73
2006-09-13T21:00,16.4,68
2006-09-13T22:00,16.0,69
2006-09-13T23:00,15.5,71
2006-09-14T00:00,14.9,73
2006-09-14T01:00,14.1,76
2006-09-14T02:00,12.5,82
2006-09-14T03:00,11.4,85
2006-09-14T04:00,10.0,90
2006-09-14T05:00,9.2,93
2006-09-14T06:00,11.2,90
2006-09-14T07:00,13.6,93
2006-09-14T08:00,15.5,85
2006-09-14T09:00,17.4,76
2006-09-14T10:00,19.0,68
2006-09-14T11:00,20.4,63
2006-09-14T12:00,21.5,58
2006-09-14T13:00,22.3,53
2006-09-14T14:00,22.5,51
2006-09-14T15:00,22.1,52
2006-09-14T16:00,21.0,57
2006-09-14T17:00,19.7,63
2006-09-14T18:00,18.4,69
2006-09-14T19:00,17.4,78
2006-09-14T20:00,16.6,82
2006-09-14T21:00,16.9,79
2006-09-14T22:00,17.3,77
2006-09-14T23:00,17.0,78
2006-09-15T00:00,16.5,80
2006-09-15T01:00,16.0,82
2006-09-15T02:00,14.5,86
2006-09-15T03:00,13.2,90
2006-09-15T04:00,12.4,93
2006-09-15T05:00,11.6,96
2006-09-15T06:00,12.9,96
2006-09-15T07:00,15.1,94
2006-09-15T08:00,16.2,89
2006-09-15T09:00,17.2,86
2006-09-15T10:00,18.3,81
2006-09-15T11:00,18.8,77
2006-09-15T12:00,19.1,76
2006-09-15T13:00,19.0,77
2006-09-15T14:00,18.8,78
2006-09-15T15:00,18.5,79
2006-09-15T16:00,18.0,81
2006-09-15T17:00,17.4,83
2006-09-15T18:00,16.9,84
2006-09-15T19:00,16.2,90
2006-09-15T20:00,15.5,97
2006-09-15T21:00,15.3,97
2006-09-15T22:00,15.1,97
2006-09-15T23:00,14.9,97
2006-09-16T00:00,14.8,97
2006-09-16T01:00,14.7,97
2006-09-16T02:00,14.7,97
2006-09-16T03:00,14.7,97
2006-09-16T04:00,14.6,97
2006-09-16T05:00,14.5,97
2006-09-16T06:00,14.5,97
2006-09-16T07:00,15.2,96
2006-09-16T08:00,15.4,95
2006-09-16T09:00,15.4,95
2006-09-16T10:00,15.3,95
2006-09-16T11:00,15.3,96
2006-09-16T12:00,15.2,97
2006-09-16T13:00,15.1,97
2006-09-16T14:00,15.0,97
2006-09-16T15:00,14.9,97
2006-09-16T16:00,14.8,97
2006-09-16T17:00,14.8,97
2006-09-16T18:00,14.7,98
2006-09-16T19:00,14.2,96
2006-09-16T20:00,14.2,96
2006-09-16T21:00,14.2,96
2006-09-16T22:00,14.2,96
2006-09-16T23:00,14.1,97
2006-09-17T00:00,14.1,97
2006-09-17T01:00,14.0,97
2006-09-17T02:00,13.9,97
2006-09-17T03:00,13.8,98
2006-09-17T04:00,13.6,98
2006-09-17T05:00,13.6,97
2006-09-17T06:00,13.5,97
2006-09-17T07:00,13.9,98
2006-09-17T08:00,14.3,93
2006-09-17T09:00,15.3,87
2006-09-17T10:00,16.5,84
2006-09-17T11:00,17.5,81
2006-09-17T12:00,18.0,79
2006-09-17T13:00,18.8,74
2006-09-17T14:00,19.1,73
2006-09-17T15:00,19.1,73
2006-09-17T16:00,18.4,78
2006-09-17T17:00,17.3,83
2006-09-17T18:00,16.1,89
2006-09-17T19:00,15.4,94
2006-09-17T20:00,15.2,95
2006-09-17T21:00,15.1,94
2006-09-17T22:00,15.2,93
2006-09-17T23:00,15.4,90
2006-09-18T00:00,14.7,97
2006-09-18T01:00,14.7,97
2006-09-18T02:00,14.7,97
2006-09-18T03:00,14.6,97
2006-09-18T04:00,14.3,98
2006-09-18T05:00,14.1,97
2006-09-18T06:00,14.3,99
2006-09-18T07:00,15.0,97
2006-09-18T08:00,15.1,97
2006-09-18T09:00,16.4,93
2006-09-18T10:00,16.4,92
2006-09-18T11:00,16.9,92
2006-09-18T12:00,17.9,88
2006-09-18T13:00,17.5,88
2006-09-18T14:00,17.7,88
2006-09-18T15:00,17.7,88
2006-09-18T16:00,17.2,88
2006-09-18T17:00,16.4,91
2006-09-18T18:00,16.1,86
2006-09-18T19:00,13.4,95
2006-09-18T20:00,12.3,99
2006-09-18T21:00,11.9,100
2006-09-18T22:00,11.6,100
2006-09-18T23:00,11.2,99
2006-09-19T00:00,11.2,99
2006-09-19T01:00,11.0,99
2006-09-19T02:00,10.8,99
2006-09-19T03:00,10.8,99
2006-09-19T04:00,10.8,99
2006-09-19T05:00,10.8,99
2006-09-19T06:00,11.5,99
2006-09-19T07:00,14.4,92
2006-09-19T08:00,15.9,88
2006-09-19T09:00,16.8,85
2006-09-19T10:00,17.2,83
2006-09-19T11:00,17.7,82
